country,description,variety
Germany,"Brisk and bright, this delicately framed Pinot Noir offers both elegance and thirst-quenching quaffability. It's fresh and primary, bursting of raspberry and blossom, but finishes suprisingly long with a murmur of feathery tannin. Drink now.",Pinot Noir
Germany,"Hints of bramble and earth lend savory nuances to sunny yellow peach and melon flavors in this bright vivaciously crisp Kabinett. Off-dry in style, it's balanced by a stream of focused tangerine acidity leading from midpalate through a moderately long finish. Start drinking now.",Riesling
Germany,"Dusty mineral and dried herb notes lend a savory tone to this elegant semisweet Riesling. The palate is intensely fruity, with ripe nectarine and tangerine flavors. It finishes moderately long, with a wet-stone minerality.",Riesling
Germany,"Smoke and earth lend a savory tone to fresh apple and lemon aromas on this dry, intensely concentrated Riesling. It's bold and weighty on the palate, but energized by a strike of lemon-lime acidity and soft white peach tones that linger on the finish.",Riesling
Germany,"A delicate dusting mineral accents notes of pressed apples, wildflowers and peach on this dry but intensely fruity Riesling. Tart tangerine and pineapple flavors add a vivacious tartness that lingers long on the finish.",Riesling
Germany,"Ripe bramble notes accent pristine raspberry and cherry notes in this bright, remarkably juicy Spätburgunder. It's zippy and fresh on the palate, with a spray of cranberry flavor that wraps up nicely in a coat of velvet tannins on the finish.",Spätburgunder
Germany,"Smoke and crushed mineral notes, along with a lean, herbal tone, make this off-dry Riesling especially elegant and savory in style. Lime zest and lemon flavors fill the mouth with vital energy. It finishes moderately long, on a juicy tangerine note.",Riesling
Germany,"Initial notes of earth and dust blow off with aeration to reveal pretty white floral and peach aromas. Off dry in style, the palate is concentrated with ripe honeydew flavor against a backdrop of steely, linear acidity.",Riesling
Germany,Austere notes of crushed minerals on the nose belie the punch of peach and melon that await in the palate of this off-dry Riesling. It's a spry but penetrating fruity wine balanced by zesty acidity and a floral touch that lingers on the finish. Drink now through 2020.,Riesling
Germany,"Hints of bramble and earth lend savory nuances to sunny yellow peach and melon flavors in this bright vivaciously crisp Kabinett. Off-dry in style, it's balanced by a stream of focused tangerine acidity leading from midpalate through a moderately long finish. Start drinking now.",Riesling
Germany,"Fresh apple, pear and lemon flavors have a crystalline edge in this just-off-dry example of Elbling, an unusual white variety grown in the Mosel. It's zesty and spry, finishing with a delicious murmur of lime-pith bitterness. Drink now.",Elbling
Germany,"Lychee and honeysuckle notes are concentrated and pure in this bright off-dry Gewürztraminer. It's elegantly structured, lifted by zesty tangerine acidity and hints of dusty pollen and mineral that linger on the finish. Drink now.",Gewürztraminer
Germany,"While dry in style, sumptuous black cherry and cassis notes lend a plummy feel to this Lemberger. It's an uncomplicated welcoming wine that's a bit plush in mouthfeel but invigorated by bright cranberry acidity on the finish. Drink now.",Lemberger
Germany,"Plush, ripe apple and apricots are dusted in savory, earthy notes of slate and spice. It's a dancing, delicately framed wine with a balance of soft, sweet fruit and zesty acidity. Drink now.",Riesling
Germany,"Muskateller is a powerhouse Muscat grape, chock full of buoyant stone fruit, melon and floral aromas. It's an unabashedly fruity, flamboyantly forward grape, but this off-dry example is brisk and balanced.",Muskateller
Germany,"Piercing lemon and lime notes are offset by juicy peach and pear flavors in this fresh, easy-drinking Riesling. Off dry in style, it's fruity and forward, with a crisp, refreshing finish.",Riesling
Germany,"Smoky, herbal aromas add complexity to pretty floral notes on this elegantly composed semisweet Riesling. The palate is rich with peach and nectarine flavors, along with a shock of citrus acidity, but maintains a subtle line of smoky, dusty earthiness through the finish.",Riesling
Germany,"Whiffs of smoke and grain lend a savory bent to lemon and herb aromas on this full bodied, dry Riesling. Searing lemon-lime acidity and a minerally palate contribute to its lean, linear style.",Riesling
Germany,"Fresh, primary blackberry and cherry flavors are streaked by a fresh herbal tinge in this especially food friendly Pinot Noir. Soft tannins and a rounded mouthfeel make it approachable now through 2020.",Pinot Noir
Germany,"Kirsten's 2014 Rieslings each share a core of minerality that prevails over primary fruit, but this dry bottling is particularly savory in style. It's refreshingly spry with layers of smoke and chalk notes meandering amidst sheer streaks of fresh, white grapefruit and apple. The finish is brisk and clean.",Riesling
Germany,"Sun-kissed grapefruit and tangerine flavors are accented by darker notes of bramble and lime zest in this crisp, cutting Riesling. Off-dry, juicy yet refreshing and light-footed, it's an everyday wine with a touch of flair and elegance.",Riesling
Germany,"Fresh yellow cherries and greengage plums perfume this spry but lushly textured Riesling. It is dry in style, but has a comforting clinginess that enriches the finish. Drink now.",Riesling
Germany,"Auxerrois, a grape variety rarely seen in the United States, shows it's fresh white grapefruit and pear flavors well in this brisk, revitalizing wine. Dry in style, it's a zesty, straightforward wine intended for early consumption.",Auxerrois
Germany,"Sunny tangerine acidity and white peach flavors brighten this earthy, smoky Riesling. Off dry, brisk and finely textured, it's a refreshing, yet juicy sip. Drink now.",Riesling
Germany,"Tart and sweet, zesty and ripe, this off-dry Riesling bursts with bright apple and yellow peach flavors. A faint wisp of smoke and minerals lend some gravitas to this otherwise easy quaffer. Drink now.",Riesling
Germany,"Blossomy and fresh, this off-dry, light-footed Riesling offers a palate full of sweet-tart white-grapefruit flavor. Zesty and spry, it's a refreshing apéritif best enjoyed young.",Riesling
Germany,"Dusty mineral and white blossoms perfume this off-dry Scheurebe. It's ethereally light in body, but white grapefruit flavor penetrates the palate. Finishes crisp and dry.",Scheurebe
Germany,"A streak of wax and honeycomb glazes through this otherwise brisk citrusy Riesling. Off-dry and concentrated in apples and tangerines, it finishes moderately long with lingering touches of tea leaf and honey. Drink now.",Riesling
Germany,"Luscious peach and blossom notes perfume this plucky off-dry Riesling. Laced with honey and tart tangerine acidity, it's easy, fresh and approachable. Drink now.",Riesling
Germany,"Luscious peach and blossom notes perfume this plucky off-dry Riesling. Laced with honey and tart tangerine acidity, it's easy, fresh and approachable. Drink now.",Riesling
Germany,"With a nose that's quite neutral, the sun-kissed, fruity flair of this dry Riesling surprises. It's a juicy, straightforward wine but briskly, elegantly composed as well. Drink now.",Riesling
Germany,"While the nose is restrained, the palate of this Spätlese Riesling abounds in sweet-tart nectarine, peach and tangerine flavors. Primary and fresh, it's an uncomplicated yet vibrantly penetrating wine. Drink now.",Riesling
Germany,"Woody, smoky notes lend an attractive Alpine flair to savory apple and piercing lime flavors in this medium-sweet Riesling. It's refreshingly mineral on the palate, with layers of crushed rock and chalk that linger long on the finish.",Riesling
Germany,"Whiffs of struck flint and smoke add complexity to pretty bergamot and citrus notes on the palate of this off-dry Riesling. It's refreshing, with pristine apple and lemon flavors and a moderately long finish, offering a hint of lemon-zest astringency.",Riesling
Germany,"Refreshingly quaffable, this off-dry Riesling juxtaposes juicy, sweet melon and peach flavors with fresh tangerine acidity. The finish is brisk, fringed with a delicious bristle of lime pith.",Riesling
Germany,"Smoke seeps throughout this deeply earthen Auslese, lending a savory, mineral tone to the bright lemon and tangerine flavors. The palate is honeyed and concludes deftly with a tea-leaf astringency that lingers on the finish.",Riesling
Germany,"There's a crispness and freshness to this slightly off-dry Riesling, reminiscent of lemons and crunchy white peaches. Stark lime acidity showers the palate, leading a long, steely finish. It's an austere style of wine, but balanced, with expansive mouthfeel and body.",Riesling
