country,description,variety
Argentina,"This is Chardonnay with small amounts of Pinot Grigio and Viognier. The nose is nutty, oily and low on fruit. In the mouth, it's racy and citrusy in character. Flavors of orange, papaya and passion fruit are basic, while the finish is fresh and juicy, with tart flavors.",White Blend
Argentina,"This bulky bullish Malbec opens with big tarry aromas that go heavy on the oak. The palate is tannic like the clack-clack of heels on a tile floor. This tastes earthy, oaky and like blackberry, while the finish echoes with those same flavors. Drink through 2023.",Malbec
Argentina,"Berry and black-plum aromas are dense. This wine from silt (limo) soils feels a bit tannic and rugged. Flavors of plum and berry fruits are spicy, while the finish is savory tasting and long, with moderate complexity. Drink through 2021.",Malbec
Argentina,"Piercing aromas of char and creosote are like a laser pop surrounded by a note of blackberry. This is raw, tannic and hard on the palate. Chunky berry flavors are heavily oaked, while this is jammy in feel and tastes of blueberry on the finish. Drink through 2021.",Malbec
Argentina,"This opens with mostly toast and barrel char, but airing allows chocolate and spice aromas into play. This Malbec feels tight, stout and chewy, with fresh acidity and firm tannins. Black-fruit flavors are toasty all the way to a peppery spicy finish. Drink through 2021.",Malbec
Argentina,"Baked, earthy, reedy aromas yield to a narrow, tannic, awkward body. Sweet, green flavors are candied and flat. Time has passed this by.",Syrah
Argentina,"Light prune aromas signify a wine on the cusp. Astringent and rubbery in the mouth, this is raw in feel and tastes raisiny and like briary raspberry.",Bordeaux-style Red Blend
Argentina,"Stalky aromas of leathery berry fruits suggest animal and earth. This is raw, tannic and hard on the palate, with saucy berry flavors that fall off towards stalky and stewy. A dense tannic finish is structured but tastes herbal and stalky.",Malbec
Argentina,"Spice and smoky oak aromas blend with perfumed berry scents and candy in front of an astringent palate with plum, cherry and smoky aftertones. Dark, minty flavors on the finish are matched by hard, rubbery tannins. Time in bottle could be a benefit.",Malbec
Argentina,"Roasted, earthy aromas of herbs and tomato play off red-berry scents. This wine is full in body and feel, with earthy, baked flavors of red plum and red currant. Acidity rises up on the finish, which otherwise shows vanilla oak and raw tannins.",Cabernet Sauvignon
Argentina,"Ginger, lemongrass and herbaceous aromas precede a zesty, citric palate with sharp acidity. This hints at sour lemon and grapefruit flavors while bringing in sweeter lime and melon notes. A cleansing, citric finish is tart to sour. 85% Torrontés and 15% Riesling.",White Blend
Argentina,"Dark plum and berry aromas are given a wild side from juniper and pine notes. This feels grabby in the mouth, with prune and hickory flavors bringing a backing of smoke and clove. A toasty, hot finish feels muscular and rubbery.",Malbec
Argentina,"Nutty aromas of almond skins and walnut aren't terribly fruity but show some mineral cut. The wine is punchy but standard in feel, with a mix of citrus and melon flavors. The finish tastes nutty and a bit briny.",Chardonnay
Argentina,"Waxy, floral white-fruit aromas are tropical in style. This feels citrusy, with some pulpiness to the texture. Tangerine, orange and nectarine flavors finish tangy and citric, with one-dimensional juiciness.",Chardonnay
Argentina,"Dusty plum, prune and leafy notes appear on a plump but somewhat flat nose. This is jammy and chunky in feel, with flavors of stewed berry fruits and herbal hints. Syrupy notes and a fig character add weight to an oaky finish.",Cabernet Sauvignon
Argentina,"LTU is a small-production label that reaches big. The 2010 Malbec is rich and smooth up front, with robust, lusty aromas of coconut, graphite, blackberry and blueberry. Creamy oak and fresh acidity make for a plush, modern mouthfeel, while flavors of coconut, toffee, vanilla and blackberry are deep and pure. A ripe, round, decadent finish with flavors of toasted coconut flake, berry extract and tight tannins wraps this up. Drink through 2020.",Malbec
Argentina,"Solid dark-berry aromas are dense and deep. This has a plump forward fruity palate with concentrated, toasty flavors of blackberry and dark plum. On the finish, this remains fruity and compact, with more than enough body weight.",Cabernet Sauvignon
Argentina,"Dark spicy aromas of black plum and black currant are solid. In the mouth, this is saturated and hard, with heavy overall density and strong tannins. A dark, spicy, blackened set of dark-berry flavors finishes with more spice and mint than fruit.",Malbec
Argentina,"The nose on this Malbec-Merlot from Salta is raw and saucy, with more brawn and rusticity than elegance. A compact grabby palate is intense, with herbal plum and hefty berry notes that mellow on a chunky lightly herbal finish.",Malbec-Merlot
Argentina,"Apple and peach aromas are slightly waxy and show a spot of petrol. This is citrusy but full in body, with flavors of apple, pear, melon and citrus. A plump, basic finish is monotone, but clean and fruity.",Chardonnay
Argentina,"In this hot vintage, the wine seems narrow and reduced on the nose and palate. A collapsed structure shows density and jammy flavors of leafy berry, herbs and spice. The finish feels spent but offers tobacco and earth notes.",Red Blend
Argentina,"The curtain rises to smooth, lightly balsamic aromas of blackberry, black cherry and cedar. On the tongue, this Malbec is plush, smooth, chewy and a touch creamy. Elevated berry, mocha and vanilla flavors are oaky but not overdone. The finish is pure, succinct and deep, with lasting black-fruit echoes. Drink through 2019.",Malbec
Argentina,"Round, earthy blackberry aromas are dressed up in dry spice and oak. A fleshy, pure palate has bounce to its step, while oaky, toasty flavors of baked black fruits, cocoa and spice finish with just the right amount of cutting acidity and flavors of baking spices. Drink this Cabernet Franc-led blend through 2020.",Bordeaux-style Red Blend
Argentina,"Tropical fruit and melon aromas are basic but friendly. This has a punch-like mouthfeel as well as open-knit flavors of orange, nectarine, white grapefruit and apple. What it lacks in finesse is made up for in fruit.",Chardonnay
Argentina,"There's matchstick to the nose along with aromas of lychee and tropical fruits. This is a bit heavy and creamy on the tongue, with sweet, lightly grassy flavors of melon and citrus.",Torrontés
Argentina,"Herbal, stalky aromas surround scents of asphalt and animal hide as well as generic berry notes. A lively palate holds flavors of herbal, leafy plum, raw wood and funk, while the finish is tangy in feel, with flavors of dry oak and hints of green.",Malbec
Argentina,"Lychee and tropical fruit aromas are heavy and rubbery. Ditto the palate, which weighs in soft. Generic tropical flavors of lychee and papaya are mellow at best and finish with bitterness.",Torrontés
Argentina,"Rubbery slightly grassy berry and plum aromas give way to a fresh and fair palate that works. Oaky cherry and berry flavors are standard but well presented, while the finish is mild, with leftover plum and berry notes.",Malbec
Argentina,"Big, blocky black-fruit aromas are reduced and potent. This is quite chunky and extracted in feel, with jammy gritty blackberry and plum flavors that are mildly herbal and simmer with heat and heft on the finish.",Malbec
Argentina,"Graphite, lemon peel, cedar and blackberry aromas are lusty and high in quality. A flashy, fresh, slick mouthfeel is the perfect vessel for toasty, dark blackberry, coconut, vanilla and mocha flavors. The mocha note persists on the finish, which is juicy and fresh but also thick and chewy. Drink through 2018.",Malbec
Argentina,"Jammy muscled-up aromas of blackberry show hints of spice, especially red chili flake. This feels full, round and comfortable, with moderate tannic clamp. Herbal black-fruit flavors finish bold, with a touch of dry bitter oak.",Malbec
Argentina,"Crisp almost scratchy aromas of herbal red fruits are a bit strained. This feels solid, with ample volume. Earthy flavors of tomato sauce, mixed spices, stewed plum and cassis finish long and herbal, with some grace.",Cabernet Sauvignon
Argentina,"Dry, leafy, spicy aromas have a perfumed accent. A pushy, forward-feeling palate houses similar oaky flavors of cherry. On the finish, it turns woody, with resiny flavors and drawing tannins.",Cabernet Sauvignon
Argentina,"Earthy, rubbery red-berry aromas lead to a hard-drilling palate with fiery cherry flavors and an allotment of herbal mint. The hollow finish leaves a salty flavor and heat.",Malbec
Argentina,"Peach and apple aromas are light. Peachy acidity carries the palate toward basic flavors of orange and nectarine, while the finish feels healthy but low on flavor and character.",Chardonnay
Argentina,"Apple and tropical fruit aromas are mild. This feels round, creamy and soft, with moderate acidity. Flavors of walnut, banana, melon and vanilla finish creamy, without much follow through.",Chardonnay
Argentina,This herbal wine has grassy plum aromas and a touch of cowhide on the nose. Aggressive tannins and sharp acidity run alongside leafy plum and raspberry flavors. Chocolaty oak with vanilla sweetness helps things along.,Malbec
Argentina,"Aromas of smoky rubber match damp dark-fruit notes. A tannic, tough mouthfeel and cool-green flavors of minty blackberry finish with hot notes of toast and menthol.",Malbec
